response,predictor,r2_part,R2_model,p,estimate,effect_size,effect_size_st,lambda,formula
BG.Omnivores.Stock,gr.ef,0.152,0.2628482006874269,6.398606612051235e-4,-0.3923321812111829,0.5274088310392271,0.04468701378582886,-0.19999999999999996,(BG.Omnivores.Stock ^ lambda -1)/lambda ~ block + gr.ef + sowndiv + leg.ef + sh.ef + th.ef
BG.Omnivores.Stock,sh.ef,0.003,0.262848200687427,0.6658110296239259,0.09347947004603907,0.062012289452640035,0.0052625114724007506,-0.19999999999999996,(BG.Omnivores.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
BG.Omnivores.Stock,th.ef,0.036,0.2628482006874269,0.1089166314269509,0.06032597954243994,-0.24108021456991013,-0.02038158735184367,-0.19999999999999996,(BG.Omnivores.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
BG.Decomposers.Stock,sowndiv,0.009,0.1033951728872318,0.42926409311128555,4.280774756360677,1.8328249934156742,0.05616178471385149,0.10000000000000009,(BG.Decomposers.Stock ^ lambda -1)/lambda ~ block + sowndiv + leg.ef + gr.ef + sh.ef + th.ef
BG.Decomposers.Stock,numfg,0.019,0.09323175315033332,0.22937783380845955,-0.28192220216525465,-3.375762895344432,-0.07500251248181806,0.10000000000000009,(BG.Decomposers.Stock ^ lambda -1)/lambda ~ block + numfg + sowndiv
BG.Decomposers.Stock,leg.ef,0.012,0.10339517288723181,0.34948521674225685,-0.7382039793608326,-5.5918025507943305,-0.05376300592282643,0.10000000000000009,(BG.Decomposers.Stock ^ lambda -1)/lambda ~ block + leg.ef + sowndiv + gr.ef + sh.ef + th.ef
BG.Decomposers.Stock,gr.ef,0,0.10339517288723184,0.9832655971051416,-1.149956791790597,0.13107616716924397,0.001260246349517545,0.10000000000000009,(BG.Decomposers.Stock ^ lambda -1)/lambda ~ block + gr.ef + sowndiv + leg.ef + sh.ef + th.ef
BG.Decomposers.Stock,sh.ef,0.003,0.10339517288723181,0.6484375583642248,-0.1897591474221879,-2.7911717515196877,-0.026878165846240934,0.10000000000000009,(BG.Decomposers.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
BG.Decomposers.Stock,th.ef,0.013,0.10339517288723182,0.3296697666246039,0.11699217436391801,-6.110124131152528,-0.058617088949862964,0.10000000000000009,(BG.Decomposers.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
Soil.Microorganisms.Stock,sowndiv,0.014,0.5670256483202426,0.3237507586535824,7.544687324117801,0.05626956742228444,0.10005051828032203,1.6,(Soil.Microorganisms.Stock ^ lambda -1)/lambda ~ block + sowndiv + leg.ef + gr.ef + sh.ef + th.ef
Soil.Microorganisms.Stock,numfg,0.017,0.4838179083916398,0.2659990415218819,-0.7054932309190965,0.0935793960762948,0.12064518091622972,1.4000000000000004,(Soil.Microorganisms.Stock ^ lambda -1)/lambda ~ block + numfg + sowndiv
Soil.Microorganisms.Stock,leg.ef,0.03,0.5670256483202426,0.14264834477934307,3.575106068115827,0.22968035572256618,0.12813902966859095,1.6,(Soil.Microorganisms.Stock ^ lambda -1)/lambda ~ block + leg.ef + sowndiv + gr.ef + sh.ef + th.ef
Soil.Microorganisms.Stock,gr.ef,0.073,0.5670256483202425,0.02068922003677863,-0.3777731246520179,-0.38827805373332414,-0.2166209334293053,1.6,(Soil.Microorganisms.Stock ^ lambda -1)/lambda ~ block + gr.ef + sowndiv + leg.ef + sh.ef + th.ef
Soil.Microorganisms.Stock,sh.ef,0.061,0.5670256483202426,0.035625824923225115,0.9522659455849088,0.34351336944167254,0.1919475516330706,1.6,(Soil.Microorganisms.Stock ^ lambda -1)/lambda ~ block + sh.ef + sowndiv + leg.ef + gr.ef + th.ef
Soil.Microorganisms.Stock,th.ef,0.015,0.5670256483202426,0.3043077425505281,0.15686592272955432,0.16729134931047707,0.09312656018187433,1.6,(Soil.Microorganisms.Stock ^ lambda -1)/lambda ~ block + th.ef + sowndiv + leg.ef + gr.ef + sh.ef
